PurchaseOrderID OrderDate               TotalDue              Name
876             2013-09-10 00:00:00.000 56200.7696            First Rate Bicycles
877             2013-09-10 00:00:00.000 502.6203              Gardner Touring Cycles
878             2013-09-10 00:00:00.000 48485.6873            Greenwood Athletic Company
879             2013-09-10 00:00:00.000 7880.9981             Hill Bicycle Center
880             2013-09-10 00:00:00.000 31319.7885            Hill's Bicycle Service
881             2013-09-10 00:00:00.000 24880.9811            Hybrid Bicycle Center
882             2013-09-10 00:00:00.000 38281.8686            Inline Accessories
885             2013-09-10 00:00:00.000 31160.2541            International Bicycles
886             2013-09-10 00:00:00.000 4103.2241             International Sport Assoc.
887             2013-09-10 00:00:00.000 22047.6506            Jackson Authority
888             2013-09-10 00:00:00.000 18056.0426            Trey Research
889             2013-09-11 00:00:00.000 6311.1799             Lakewood Bicycle
894             2013-09-11 00:00:00.000 48485.6873            Mitchell Sports
896             2013-09-11 00:00:00.000 623.4371              Mountain Works
897             2013-09-11 00:00:00.000 510.278               National Bike Association
898             2013-09-11 00:00:00.000 696.5677              Norstan Bike Hut
900             2013-09-11 00:00:00.000 23821.6729            Premier Sport, Inc.
902             2013-09-11 00:00:00.000 45358.8135            Professional Athletic Consultants
905             2013-09-12 00:00:00.000 38281.8686            Inline Accessories
906             2013-09-12 00:00:00.000 567.7451              Inner City Bikes
908             2013-09-12 00:00:00.000 31160.2541            International Bicycles
909             2013-09-15 00:00:00.000 44720.676             Signature Cycles
911             2013-09-15 00:00:00.000 26157.2561            Sport Fan Co.
912             2013-09-15 00:00:00.000 6572.8163             Sport Playground
913             2013-09-15 00:00:00.000 100685.3348           Superior Bicycles
914             2013-09-15 00:00:00.000 580.125               SUPERSALES INC.
915             2013-09-15 00:00:00.000 2214.0703             Training Systems
916             2013-09-15 00:00:00.000 29233.0789            Trikes, Inc.
917             2013-09-15 00:00:00.000 1043.5289             Varsity Sport Co.
918             2013-09-15 00:00:00.000 57004.8229            Victory Bikes
919             2013-09-15 00:00:00.000 29526.6221            Vision Cycles, Inc.
920             2013-09-15 00:00:00.000 41817.1504            Vista Road Bikes
921             2013-09-15 00:00:00.000 28212.0589            West Junction Cycles
925             2013-09-17 00:00:00.000 2286.5395             Advanced Bicycles
926             2013-09-17 00:00:00.000 9776.2665             Allenson Cycles
928             2013-09-17 00:00:00.000 22539.0165            American Bikes
929             2013-09-18 00:00:00.000 16164.0229            Anderson's Custom Bikes
930             2013-09-18 00:00:00.000 64847.5328            Proseware, Inc.
931             2013-09-18 00:00:00.000 588.1772              Aurora Bike Center
933             2013-09-18 00:00:00.000 1984.6192             Beaumont Bikes
935             2013-09-18 00:00:00.000 38281.8686            Bicycle Specialists
936             2013-09-18 00:00:00.000 2032.6535             Bike Satellite Inc.
940             2013-09-18 00:00:00.000 15104.7146            Capital Road Cycles
941             2013-09-18 00:00:00.000 14871.8525            Carlson Specialties
942             2013-09-18 00:00:00.000 31319.7885            Chicago City Saddles
943             2013-09-18 00:00:00.000 609.8274              Chicago Rent-All
944             2013-09-18 00:00:00.000 4211.7075             Circuit Cycles
945             2013-09-20 00:00:00.000 31019.8639            Comfort Road Bicycles
946             2013-09-20 00:00:00.000 41230.0639            Compete Enterprises, Inc
947             2013-09-20 00:00:00.000 3765.0113             Compete, Inc.
948             2013-09-20 00:00:00.000 31268.7375            Competition Bike Training Systems
951             2013-09-22 00:00:00.000 48485.6873            Crowley Sport
953             2013-09-22 00:00:00.000 13592.3288            Custom Frames, Inc.
955             2013-09-22 00:00:00.000 21256.3601            Electronic Bike Repair & Supplies
956             2013-09-22 00:00:00.000 56337.2498            Expert Bike Co
957             2013-09-22 00:00:00.000 1410.2839             Federal Sport
958             2013-09-22 00:00:00.000 2214.3371             First National Sport Co.
959             2013-09-22 00:00:00.000 56200.7696            First Rate Bicycles
960             2013-09-22 00:00:00.000 502.6203              Gardner Touring Cycles
961             2013-09-22 00:00:00.000 48485.6873            Greenwood Athletic Company
962             2013-09-22 00:00:00.000 7880.9981             Hill Bicycle Center
963             2013-09-22 00:00:00.000 31319.7885            Hill's Bicycle Service
964             2013-09-22 00:00:00.000 24880.9811            Hybrid Bicycle Center
965             2013-09-26 00:00:00.000 4103.2241             International Sport Assoc.
966             2013-09-26 00:00:00.000 70533.3379            Jackson Authority
967             2013-09-26 00:00:00.000 18056.0426            Trey Research
968             2013-09-26 00:00:00.000 6311.1799             Lakewood Bicycle
969             2013-09-26 00:00:00.000 38281.8686            Inline Accessories
972             2013-09-26 00:00:00.000 31160.2541            International Bicycles
977             2013-09-29 00:00:00.000 4103.2241             International Sport Assoc.
978             2013-09-29 00:00:00.000 70533.3379            Jackson Authority
979             2013-09-29 00:00:00.000 18056.0426            Trey Research
980             2013-09-29 00:00:00.000 6311.1799             Lakewood Bicycle
985             2013-09-29 00:00:00.000 48485.6873            Mitchell Sports
988             2013-09-29 00:00:00.000 510.278               National Bike Association
989             2013-09-29 00:00:00.000 655.0424              Norstan Bike Hut
991             2013-09-29 00:00:00.000 23821.6729            Premier Sport, Inc.
993             2013-09-30 00:00:00.000 49915.1153            Professional Athletic Consultants
996             2013-09-30 00:00:00.000 44720.676             Signature Cycles
998             2013-10-06 00:00:00.000 68612.544             Sport Fan Co.
999             2013-10-06 00:00:00.000 6572.8163             Sport Playground
1000            2013-10-06 00:00:00.000 100685.3348           Superior Bicycles
1001            2013-10-06 00:00:00.000 580.125               SUPERSALES INC.
1003            2013-10-06 00:00:00.000 29233.0789            Trikes, Inc.
1004            2013-10-06 00:00:00.000 1043.5289             Varsity Sport Co.
1005            2013-10-06 00:00:00.000 57004.8229            Victory Bikes
1006            2013-10-06 00:00:00.000 69442.1228            Vision Cycles, Inc.
1007            2013-10-06 00:00:00.000 41817.1504            Vista Road Bikes
1008            2013-10-06 00:00:00.000 28212.0589            West Junction Cycles
1009            2013-10-06 00:00:00.000 760.3351              WestAmerica Bicycle Co.
1013            2013-10-10 00:00:00.000 48485.6873            Mitchell Sports
1015            2013-10-10 00:00:00.000 4352.6083             Mountain Works
1016            2013-10-10 00:00:00.000 510.278               National Bike Association
1017            2013-10-10 00:00:00.000 881.674               Norstan Bike Hut
1019            2013-10-10 00:00:00.000 23821.6729            Premier Sport, Inc.
1021            2013-10-10 00:00:00.000 95273.9288            Professional Athletic Consultants
1024            2013-10-10 00:00:00.000 44720.676             Signature Cycles
1025            2013-10-13 00:00:00.000 9776.2665             Allenson Cycles
1027            2013-10-13 00:00:00.000 22539.0165            American Bikes
1028            2013-10-13 00:00:00.000 16164.0229            Anderson's Custom Bikes
1029            2013-10-13 00:00:00.000 64847.5328            Proseware, Inc.
1031            2013-10-13 00:00:00.000 553.8221              Australia Bike Retailer
1034            2013-10-13 00:00:00.000 38281.8686            Bicycle Specialists
1035            2013-10-13 00:00:00.000 2032.6535             Bike Satellite Inc.
1039            2013-10-13 00:00:00.000 15104.7146            Capital Road Cycles
1040            2013-10-13 00:00:00.000 3242.6667             Carlson Specialties
1041            2013-10-14 00:00:00.000 81081.7508            Chicago City Saddles
1042            2013-10-14 00:00:00.000 609.8274              Chicago Rent-All
1043            2013-10-14 00:00:00.000 3509.7563             Circuit Cycles
1044            2013-10-14 00:00:00.000 31019.8639            Comfort Road Bicycles
1045            2013-10-14 00:00:00.000 41230.0639            Compete Enterprises, Inc
1046            2013-10-14 00:00:00.000 8423.415              Compete, Inc.
1047            2013-10-14 00:00:00.000 31268.7375            Competition Bike Training Systems
1049            2013-10-14 00:00:00.000 661.7602              Continental Pro Cycles
1050            2013-10-14 00:00:00.000 48485.6873            Crowley Sport
1051            2013-10-14 00:00:00.000 532.4852              Cruger Bike Company
1052            2013-10-14 00:00:00.000 11748.1114            Custom Frames, Inc.
